date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:39	63086/63086	---M--	200	added ('OK')	image/webp	etag:%22f66e-69a38eac-f2babe5e9c8ba4be;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/jas_website_image-scaled.webp	./site/jasminegunarto.com/wp-content/uploads/2026/03/jas_website_image-scaled.webp	(from https://jasminegunarto.com/about/)
16:31:40	50154/50154	---M--	200	added ('OK')	application/pdf	etag:%22c3ea-69b0f226-ce9ca69e4a3f47a5;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/JasmineGunarto_resume_MD.pdf	./site/jasminegunarto.com/wp-content/uploads/2026/03/JasmineGunarto_resume_MD.pdf	(from https://jasminegunarto.com/about/)
16:31:40	262910/262910	---M--	200	added ('OK')	image/png	etag:%22402fe-6977bdbc-4b29a7b9c45a1ec6;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/favicon-1.5.png	./site/jasminegunarto.com/wp-content/uploads/2026/01/favicon-1.5.png	(from https://jasminegunarto.com/about/)
16:31:42	244424/244424	---M--	200	added ('OK')	image/png	etag:%223bac8-6977bdbd-cfcab45f6dabc878;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/favicon-3-1.png	./site/jasminegunarto.com/wp-content/uploads/2026/01/favicon-3-1.png	(from https://jasminegunarto.com/about/)
16:31:42	140596/140596	---M--	200	added ('OK')	image/png	etag:%2222534-6976efac-e983aaf00777a8d9;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/favicon-2.png	./site/jasminegunarto.com/wp-content/uploads/2026/01/favicon-2.png	(from https://jasminegunarto.com/about/)
16:31:44	299040/299040	---M--	200	added ('OK')	image/webp	etag:%2249020-69adad9f-2c502eebed9d9d7;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/pinc_loop.webp	./site/jasminegunarto.com/wp-content/uploads/2026/03/pinc_loop.webp	(from https://jasminegunarto.com/about/)
16:31:44	210808/210808	---M--	200	added ('OK')	image/webp	etag:%2233778-69adad9d-53acc951fea46adc;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/hotpot_loop.webp	./site/jasminegunarto.com/wp-content/uploads/2026/03/hotpot_loop.webp	(from https://jasminegunarto.com/about/)
16:31:45	294814/294814	---M--	200	added ('OK')	image/webp	etag:%2247f9e-69adad9e-4dc48b32bc8f3f1f;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/pc_loop.webp	./site/jasminegunarto.com/wp-content/uploads/2026/03/pc_loop.webp	(from https://jasminegunarto.com/about/)
16:31:46	319817/319817	---M--	200	added ('OK')	image/gif	etag:%224e149-69afa63f-8e806b4421cab60c;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/vote_loop-r.gif	./site/jasminegunarto.com/wp-content/uploads/2026/03/vote_loop-r.gif	(from https://jasminegunarto.com/about/)
16:31:47	160674/160674	---M--	200	added ('OK')	image/webp	etag:%22273a2-69adad9e-fc637fdd2acba60b;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/03/nac_loop.webp	./site/jasminegunarto.com/wp-content/uploads/2026/03/nac_loop.webp	(from https://jasminegunarto.com/about/)
16:31:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2014:31:36%20GMT	https://jasminegunarto.com/?p=213	./site/jasminegunarto.com/indexf3dd.html	(from https://jasminegunarto.com/about/)
16:31:48	27733/27733	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:31:47%20GMT	https://jasminegunarto.com/wp-json/wp/v2/posts/881	./site/jasminegunarto.com/wp-json/wp/v2/posts/881.json	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:48	2335/2335	---MCZ	200	added ('OK')	application/json	etag:W/%22583-1777111298;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fhome-in-a-hot-pot%2F	./site/jasminegunarto.com/wp-json/oembed/1.0/embedf03b.json	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:49	2530/2530	---MCZ	200	added ('OK')	text/xml	etag:W/%22584-1777111299;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fhome-in-a-hot-pot%2F&format=xml	./site/jasminegunarto.com/wp-json/oembed/1.0/embed4ce6	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:51	118214/118214	---M--	200	added ('OK')	image/webp	etag:%221cdc6-69adb04b-df16b7c22c8abbad;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/early_02-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/early_02-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:53	325046/325046	---M--	200	added ('OK')	image/webp	etag:%224f5b6-69a4ff20-b939224c4c42fe17;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/early_03-1-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/early_03-1-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:53	82294/82294	---M--	200	added ('OK')	image/webp	etag:%2214176-69adb051-47221780e186fac1;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe5.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe5.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:55	162028/162028	---M--	200	added ('OK')	image/webp	etag:%22278ec-69adb04a-ec54ee3affb7ce0d;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/early_01-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/early_01-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:55	20464/20464	---M--	200	added ('OK')	image/webp	etag:%224ff0-69a4ff29-7ea986593769d606;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/jgunarto_gold_collision.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/jgunarto_gold_collision.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:56	94438/94438	---M--	200	added ('OK')	image/webp	etag:%22170e6-69adb04e-4c7595ac1ce7be9e;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe2-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe2-1-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:57	114680/114680	---M--	200	added ('OK')	image/webp	etag:%221bff8-69adb04f-2d6a589ededf5194;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe3-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe3-1-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:58	53134/53134	---M--	200	added ('OK')	image/webp	etag:%22cf8e-69adb04d-1ed666830936b0da;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe1-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe1-1-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:31:59	85870/85870	---M--	200	added ('OK')	image/webp	etag:%2214f6e-69adb050-b7b182c5f48e41c9;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe4-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/hotpot_styleframe4-1-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:00	65936/65936	---M--	200	added ('OK')	image/webp	etag:%2210190-69a4ff27-c921d12a48da6524;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/img-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/img-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:02	187832/187832	---M--	200	added ('OK')	image/webp	etag:%222ddb8-69a4ff33-ba7337e219f5857b;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_team-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_team-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:03	328694/328694	---M--	200	added ('OK')	image/webp	etag:%22503f6-69a4ff30-249ef8ab5eff2c8c;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_overall_assets-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_overall_assets-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:05	153508/153508	---M--	200	added ('OK')	image/webp	etag:%22257a4-69a4ff2a-e06fa5dac2cf4adf;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_background-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_background-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:05	48590/48590	---M--	200	added ('OK')	image/webp	etag:%22bdce-69a4ff28-abc7fc5feae058f8;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/img-3.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/img-3.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:06	32620/32620	---M--	200	added ('OK')	image/webp	etag:%227f6c-69a4ff27-7ca9f37bb628053a;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/img-2.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/img-2.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:07	37892/37892	---M--	200	added ('OK')	image/webp	etag:%229404-69a4ff32-bff3682d3051f1b7;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_polycam.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_polycam.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:08	1195490/1195490	---M--	200	added ('OK')	video/mp4	etag:%22123de2-699fd46c-20a9b6857c60123f;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/02/early_04_animatic_comp-1.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/02/early_04_animatic_comp-1.mp4	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:09	167694/167694	---M--	200	added ('OK')	image/webp	etag:%2228f0e-69a4ff2b-d0b28d2e4918aa9e;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_food_cutout-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_food_cutout-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:10	146058/146058	---M--	200	added ('OK')	image/webp	etag:%2223a8a-69a4ff2d-9e69a7f6d5d9c05d;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_meat-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_meat-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:10	105834/105834	---M--	200	added ('OK')	image/webp	etag:%2219d6a-69a4ff35-8cc7037691a2bffa;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_type_ink-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_type_ink-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:11	100470/100470	---M--	200	added ('OK')	image/webp	etag:%2218876-69a4ff2e-9b441e29c184d3ad;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/process_noodle-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/process_noodle-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:12	40046/40046	---M--	200	added ('OK')	image/webp	etag:%229c6e-69a4ff38-8eaa93d7c292a53f;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/shotgrid_process_compressed.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/shotgrid_process_compressed.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:13	27884/27884	---M--	200	added ('OK')	image/webp	etag:%226cec-69a4ff36-4bc35d57edb08430;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/shotgrid_process_01-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/shotgrid_process_01-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:14	55274/55274	---M--	200	added ('OK')	image/webp	etag:%22d7ea-69a4ff37-66dbea221064b107;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/shotgrid_process_05-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2025/10/shotgrid_process_05-scaled-1.webp	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2014:31:49%20GMT	https://jasminegunarto.com/?p=881	./site/jasminegunarto.com/indexacf9.html	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:16	20950/20950	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:32:15%20GMT	https://jasminegunarto.com/wp-json/wp/v2/posts/847	./site/jasminegunarto.com/wp-json/wp/v2/posts/847.json	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:16	2303/2303	---MCZ	200	added ('OK')	application/json	etag:W/%22585-1777111329;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fflow-studio-branding%2F	./site/jasminegunarto.com/wp-json/oembed/1.0/embedf9bf.json	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:17	2498/2498	---MCZ	200	added ('OK')	text/xml	etag:W/%22586-1777111331;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fflow-studio-branding%2F&format=xml	./site/jasminegunarto.com/wp-json/oembed/1.0/embed5b00	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:18	61904/61904	---M--	200	added ('OK')	image/webp	etag:%22f1d0-69a502a7-de19599b3dcafa33;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-0-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-0-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:19	15468/15468	---M--	200	added ('OK')	image/webp	etag:%223c6c-69a502a9-bf9098cd4c7b07df;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-6-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-6-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:20	61760/61760	---M--	200	added ('OK')	image/webp	etag:%22f140-69a502a8-ca483566ee0ee545;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-2-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-2-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:21	57508/57508	---M--	200	added ('OK')	image/webp	etag:%22e0a4-69a502a9-87307cc2d4983dce;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-7-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/2df29f0b-6820-4896-bb01-a1fb08a1312f-7-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:22	100790/100790	---M--	200	added ('OK')	image/webp	etag:%22189b6-69adb172-9b133e880bcf2565;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_mock2-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_mock2-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:23	33202/33202	---M--	200	added ('OK')	image/webp	etag:%2281b2-69adb16f-36f9233a9e3e0a3d;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_landyard-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_landyard-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:24	48736/48736	---M--	200	added ('OK')	image/webp	etag:%22be60-69adb174-568f59c84ae93dda;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_tote-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_tote-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:25	65578/65578	---M--	200	added ('OK')	image/webp	etag:%221002a-69adb16d-c3b89ea7ac08cb31;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_buckethat-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_buckethat-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:27	163594/163594	---M--	200	added ('OK')	image/webp	etag:%2227f0a-69adb171-cd21f695087d8984;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_mock1-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_mock1-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:28	14515253/14515253	---M--	200	added ('OK')	video/mp4	etag:%22dd7c35-698d3665-f75dd10065f30728;;;%22	https://jasminegunarto.com/wp-content/uploads/2025/10/jgunarto_hotpot_final.mp4	./site/jasminegunarto.com/wp-content/uploads/2025/10/jgunarto_hotpot_final.mp4	(from https://jasminegunarto.com/home-in-a-hot-pot/)
16:32:28	49876/49876	---M--	200	added ('OK')	image/webp	etag:%22c2d4-69adb16b-dfa9c09ea0e6555a;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/figma_logoiteration-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/figma_logoiteration-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:29	54782/54782	---M--	200	added ('OK')	image/webp	etag:%22d5fe-69adb16a-e6794243f8b5c06a;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/figma_logo2-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/figma_logo2-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:30	87430/87430	---M--	200	added ('OK')	image/webp	etag:%2215586-69adb16c-7feeb6178735544e;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/figma_overall-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/figma_overall-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:30	71838/71838	---M--	200	added ('OK')	image/webp	etag:%221189e-69adb169-c61a14ae40789f93;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/colours_research-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/colours_research-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:32	49554/49554	---M--	200	added ('OK')	image/webp	etag:%22c192-69a502b8-8d48407d76e281c4;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/typeface_research-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/typeface_research-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:32	42162/42162	---M--	200	added ('OK')	image/webp	etag:%22a4b2-69a502b9-71258425190114ca;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/typeface2-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/typeface2-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:33	26618/26618	---M--	200	added ('OK')	image/webp	etag:%2267fa-69a502b6-21765618a9dda39c;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_type-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_type-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:35	38116/38116	---M--	200	added ('OK')	image/webp	etag:%2294e4-69a502b7-7176f83760ad2b14;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_type2-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_type2-scaled-1.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:35	29728/29728	---M--	200	added ('OK')	image/webp	etag:%227420-69adb16e-6da4460ba96a085;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_colorpalette-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_colorpalette-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:36	22520/22520	---M--	200	added ('OK')	image/webp	etag:%2257f8-69adb170-1678479aa9617ef8;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/flow_logo_overall-scaled-2.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/flow_logo_overall-scaled-2.webp	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2014:32:17%20GMT	https://jasminegunarto.com/?p=847	./site/jasminegunarto.com/indexdabb.html	(from https://jasminegunarto.com/flow-studio-branding/)
16:32:38	15537/15537	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:32:37%20GMT	https://jasminegunarto.com/wp-json/wp/v2/posts/873	./site/jasminegunarto.com/wp-json/wp/v2/posts/873.json	(from https://jasminegunarto.com/pre-college-2025/)
16:32:38	2346/2346	---MCZ	200	added ('OK')	application/json	etag:W/%22587-1777111351;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fpre-college-2025%2F	./site/jasminegunarto.com/wp-json/oembed/1.0/embed42e2.json	(from https://jasminegunarto.com/pre-college-2025/)
16:32:39	2544/2544	---MCZ	200	added ('OK')	text/xml	etag:W/%22588-1777111353;br%22	https://jasminegunarto.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasminegunarto.com%2Fpre-college-2025%2F&format=xml	./site/jasminegunarto.com/wp-json/oembed/1.0/embed368a	(from https://jasminegunarto.com/pre-college-2025/)
16:32:42	50958/50958	---M--	200	added ('OK')	image/webp	etag:%22c70e-69a50811-132765db19ce3736;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/PC_1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/PC_1.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:32:42	6780/6780	---M--	200	added ('OK')	image/webp	etag:%221a7c-69a5080e-6945e41333492ce5;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/12.5.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/12.5.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:32:45	33462/33462	---M--	200	added ('OK')	image/webp	etag:%2282b6-69a50811-d1fa78f6b30b06e6;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/PC_11.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/PC_11.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:32:45	38952/38952	---M--	200	added ('OK')	image/webp	etag:%229828-69a5080e-fd83a48583fd8195;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/AAF_2025_Pro_Silver_District_Laurels_PINC.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/AAF_2025_Pro_Silver_District_Laurels_PINC.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:32:53	842263/842263	---M--	200	added ('OK')	video/mp4	etag:%22cda17-69a3baaf-8dcd4d9a34d31644;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/Apps-Now-Open_Vertical.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/Apps-Now-Open_Vertical.mp4	(from https://jasminegunarto.com/pre-college-2025/)
16:32:54	1034285/1034285	---M--	200	added ('OK')	video/mp4	etag:%22fc82d-69a3bab0-3a5e4b89bfd5fa9e;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/PC_MotionTeaser_ImagineFuture.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/PC_MotionTeaser_ImagineFuture.mp4	(from https://jasminegunarto.com/pre-college-2025/)
16:32:58	739903/739903	---M--	200	added ('OK')	video/mp4	etag:%22b4a3f-69a3baaf-306e89eb72c4b754;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/Make-Your-Summer-Count_Vertical.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/Make-Your-Summer-Count_Vertical.mp4	(from https://jasminegunarto.com/pre-college-2025/)
16:32:58	571516/571516	---M--	200	added ('OK')	video/mp4	etag:%228b87c-69a3bab0-f61f2e55bb4fb5cc;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/PC_MotionTeaser_FindCommunity.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/01/PC_MotionTeaser_FindCommunity.mp4	(from https://jasminegunarto.com/pre-college-2025/)
16:32:59	161872/161872	---M--	200	added ('OK')	image/webp	etag:%2227850-69a5080f-a1dbfe5e982cf53c;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/mhollerRCAD_PreCollege2025_10-scaled-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/mhollerRCAD_PreCollege2025_10-scaled-1.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:33:00	166378/166378	---M--	200	added ('OK')	image/webp	etag:%22289ea-69a50812-73b5de983e3f85;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/pc_v3-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/pc_v3-1-1.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:33:00	5528827/5528827	---M--	200	added ('OK')	video/mp4	etag:%22545cfb-698c4701-41756331c9002d6d;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/02/PC_Motion_v12.mp4	./site/jasminegunarto.com/wp-content/uploads/2026/02/PC_Motion_v12.mp4	(from https://jasminegunarto.com/pre-college-2025/)
16:33:01	170964/170964	---M--	200	added ('OK')	image/webp	etag:%2229bd4-69a50813-dee17012d8728006;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/pc_v4-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/pc_v4-1-1.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:33:01	79866/79866	---M--	200	added ('OK')	image/webp	etag:%22137fa-69a50814-4152c7f879b931fb;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/pc_v5_1-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/pc_v5_1-1-1.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:33:02	88858/88858	---M--	200	added ('OK')	image/webp	etag:%2215b1a-69a50815-600adabaeaa05681;;;%22	https://jasminegunarto.com/wp-content/uploads/2026/01/pc_v5_2-1-1.webp	./site/jasminegunarto.com/wp-content/uploads/2026/01/pc_v5_2-1-1.webp	(from https://jasminegunarto.com/pre-college-2025/)
16:33:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2014:32:39%20GMT	https://jasminegunarto.com/?p=873	./site/jasminegunarto.com/indexcc82.html	(from https://jasminegunarto.com/pre-college-2025/)
16:33:04	25921/25921	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Apr%202026%2014:33:03%20GMT	https://jasminegunarto.com/wp-json/wp/v2/posts/986	./site/jasminegunarto.com/wp-json/wp/v2/posts/986.json	(from https://jasminegunarto.com/the-taste-gap-visual-essay/)
